319,3900,3315
331,2610,3285
344,1665,3510
293,2940,3090
137,3540,2070
359,3795,3405
344,1695,3705
145,1815,2145
273,2865,3060
376,3555,3645
154,3195,2055
42,1395,1335
186,1995,2385
272,2955,3015
329,2310,3450
299,3765,3315
290,2550,3120
333,3015,3525
298,3930,3120
376,3330,3675
359,3945,3645
396,3210,3720
293,2880,3135
372,2880,3675
298,3780,3300
329,2385,3375
277,3495,3015
277,3570,3030
399,3885,3870
37,3540,1110
354,3015,3705
376,3660,3615
292,2895,3195
154,3090,2280
376,3405,3750
253,2805,2745
294,3105,3120
357,3420,3495
396,3825,3855
313,3015,3435
97,3690,1530
277,3645,2805
344,1650,3585
396,3525,4020
156,3345,2130
376,3375,3780
277,3465,3030
335,3210,3420
292,2880,3150
272,2925,3150
36,3465,1260
376,3225,3840
376,3375,3495
42,1320,1470
324,1650,3435
399,3975,3780
293,3135,3030
293,3075,3135
399,3915,3870
132,2805,1965
299,3855,3180
338,3630,3345
155,3450,2100
355,3360,3600
333,3045,3600
329,2175,3570
34,2955,1260
290,2430,3300
333,2985,3510
399,3750,3945
375,3360,3675
277,3570,2955
344,1740,3525
299,3840,3120
277,3720,3240
399,3990,4065
299,3810,3090
155,3225,1905
134,3120,1935
299,3990,3180
399,3825,3840
277,3420,3240
273,2910,2985
136,3480,1890
293,2970,3090
376,3435,3810
292,2625,3015
154,3315,2265
299,3750,3165
145,1710,1965
134,3120,1905
355,3285,3660
156,3405,2115
338,3735,3480
299,3870,3180
376,3585,3705
273,3075,3015
355,3390,3645
354,3180,3645
291,2640,3330
293,3045,3120
312,2910,3300
360,1050,3810
399,3735,3930
299,3900,3210
177,3420,2190
376,3285,3690
334,3030,3540
376,3480,3765
277,3630,2955
50,2430,1185
376,3525,3990
334,3135,3450
396,3750,3825
316,3540,3390
334,3105,3240
205,1905,2790
277,3630,2970
273,2910,2865
334,3090,3315
376,3495,3705
335,3300,3510
331,2685,3435
156,3795,1935
296,3390,3210
132,2805,1890
392,2850,3885
134,2760,1800
293,3090,3210
328,2340,3540
157,3585,2010
359,3855,3795
272,2850,3075
335,3255,3300
309,2385,3255
279,3540,3105
344,1635,3750
298,3975,3315
313,3045,3285
279,3690,3060
156,3435,2085
344,1665,3585
277,3525,2970
376,3750,3585
376,3420,3900
396,3450,3885
298,3795,2940
154,3060,2100
299,3915,3075
291,2850,3090
292,2745,3045
77,3810,1275
359,3960,3435
312,3165,3375
299,4125,3165
299,3990,3120
376,3450,3870
293,3315,3375
134,3210,1875
344,1620,3615
276,3360,3030
299,3840,2955
277,3630,2970
294,3375,3330
272,2850,2865
344,1860,3375
17,3495,1125
372,2955,3690
376,3480,3795
350,2550,3585
290,2430,3150
354,3195,3570
182,1680,2430
292,2775,3120
273,3030,3030
344,1725,3525
18,3870,960
277,3645,3045
30,2400,1170
376,3525,3855
338,3705,3465
376,3360,3795
154,3315,2040
293,2895,3165
376,3600,3825
19,3810,915
277,3750,2625
298,4020,2985
375,3480,3495
293,3000,3105
293,3045,3000
339,3690,3450
154,3150,2265
295,3345,3180
253,3030,2925
376,3330,3735
334,3180,3435
313,2985,3315
399,3975,3975
372,2685,3720
132,2745,1935
313,3060,3435
299,3885,3225
352,2955,3480
154,3300,2070
273,3060,2985
376,3405,3840
298,3600,3090
296,3465,3165
376,3360,3630
364,1590,3795
344,1590,3660
155,3255,2160
292,2865,3090
396,3435,3945
295,3315,3150
186,2010,2415
396,3495,3945
155,3180,2190
334,3195,3450
292,2820,3105
299,3765,3090
354,3180,3600
324,1785,3420
354,3060,3615
136,3705,1860
67,2160,1260
338,3810,3570
154,3165,2145
154,3120,2145
153,3105,2085
318,3795,3450
133,3270,1920
155,3240,2010
354,3030,3495
76,3435,1455
313,3075,3360
333,2955,3330
392,2820,3960
277,3585,2910
334,3165,3300
334,3255,3315
397,3585,3990
294,2805,3210
396,3420,3735
293,2790,3165
277,3615,3000
292,2700,3045
334,3120,3270
156,3525,2175
376,3255,3510
298,3675,3270
354,3285,3705
291,2730,3120
376,3525,3705
272,2805,2940
292,2865,3150
154,3150,2070
199,3960,2250
376,3480,3390
359,3960,3510
376,3150,3540
293,2895,3105
375,3300,3480
292,2970,3180
331,2730,3240
344,1320,3855
312,2595,3435
334,3180,3585
277,4155,3075
293,3090,3030
298,3810,3060
298,3885,3105
335,3315,3465
294,3150,3120
320,1110,3345
277,3525,3030
292,2850,3195
277,3615,2925
334,3210,3510
335,3195,3255
399,3900,4065
319,3990,2955
396,3435,3960
399,3960,3855
392,3045,4095
273,3030,2820
313,2955,3360
294,3090,3210
334,3075,3615
76,3480,1335
335,3360,3240
136,3480,1965
376,3420,3720
397,3585,4005
268,2295,2775
292,2790,3255
376,3600,3660
376,3480,3780
396,3540,4035
298,3660,3060
293,3195,3105
272,2490,3165
299,3945,3165
277,3360,2955
277,3585,2850
344,1650,3630
293,2970,3225
338,3570,3525
293,3000,3300
191,2730,2280
273,2865,2760
397,3630,4110
298,3810,3180
293,3120,3045
71,2805,1455
259,3885,2835
291,2730,3105
376,3510,3705
359,3930,3795
329,2220,3435
182,1320,2430
396,3435,3855
277,3555,3135
374,3090,3690
360,1110,3795
298,3735,3165
313,3045,3405
155,3645,1950
318,3840,3330
366,1890,3240
293,2940,3075
293,2970,3150
376,3465,3690
292,2715,3210
293,2895,3210
155,3390,2055
299,3855,3105
396,3435,3855
382,1425,3855
299,4035,3030
293,2685,3105
376,3420,3675
293,3060,3195
354,2970,3570
293,3030,3165
298,3750,3150
154,3180,2085
156,3450,2130
292,2835,3030
273,3015,2970
154,3060,2190
375,3375,3825
344,1725,3600
299,3990,3060
376,3240,3720
355,3510,3450
324,1785,3780
334,3165,3525
332,2850,3450
399,3795,3930
306,1965,3405
396,3450,3930
355,3525,3570
359,3630,3690
293,3060,3135
156,3765,2400
37,3630,1290
334,3270,3465
293,3075,3180
312,2805,3225
293,3060,3195
334,3075,3420
354,3120,3525
293,2970,3210
344,1560,3690
132,2835,1950
368,2205,3870
252,2805,2865
253,2955,2850
396,3525,3945
132,2910,1785
376,3720,3510
334,3105,3345
271,2670,3015
199,3915,2385
359,3900,3510
376,3405,3660
319,3990,3360
396,3345,3855
133,2970,1830
376,3750,4050
272,2820,3030
344,1470,3360
134,3015,1920
153,2970,1935
376,3330,3555
374,3285,3795
272,2865,3030
318,3660,3375
399,3840,3855
293,2985,3225
293,2970,3150
333,3135,3345
396,3705,4035
293,2985,3180
18,3990,900
277,3300,2970
293,3090,3195
30,2280,1380
376,3435,3885
399,3855,3795
359,3750,3255
359,4035,3720
293,2940,3225
396,3015,4305
333,3075,3510
344,1605,3390
376,3180,3825
299,3810,3210
298,3720,3225
272,2985,2895
297,3615,3165
156,3525,2280
291,2475,3195
277,3750,2955
297,3405,3300
359,3990,3660
376,3375,3735
156,3450,2130
98,3570,1755
293,3060,3090
396,3420,4080
276,3495,3090
293,3075,3090
277,3735,3090
399,3720,4020
296,3525,3195
293,3135,2955
178,3840,1995
354,3240,3585
199,3870,2460
294,3075,2955
272,2820,3030
376,3450,3750
277,3660,2970
277,3720,2955
359,3885,3720
356,3525,3780
299,3720,3285
277,3480,2985
155,3135,2115
396,3480,3990
313,2910,3240
298,3915,2955
291,2775,3030
344,1740,3465
292,2925,3195
399,3810,3915
331,2640,3420
67,1725,1305
293,2940,3150
333,3015,3450
293,2880,3315
376,3510,3765
37,3600,1260
334,3165,3825
344,1680,3600
316,3420,3120
277,3600,2940
376,3600,3870
154,3150,2220
199,4035,2295
155,3300,2085
359,3855,3600
154,3375,2280
76,3420,1455
156,3300,2295
355,3015,4110
96,3615,1515
333,3090,3240
18,3810,1020
157,3510,2085
292,2610,3135
298,3885,3465
298,3735,2985
381,1260,4050
253,3240,2985
292,2820,3120
298,3780,3165
334,3210,3540
374,3345,4110
271,2790,2970
344,1530,3555
272,2910,3255
299,3900,3165
273,3075,2610
335,3225,3555
109,2610,2145
376,3525,3705
319,3900,3285
42,1155,1185
399,3855,3930
154,2850,1845
319,3900,3420
272,3210,3180
360,885,3915
396,3255,4035
376,3510,3750
316,3450,3135
35,3255,1200
279,3915,2970
293,2940,3300
272,2730,3030
382,1095,3900
292,2745,3075
277,3750,3060
295,3150,3105
399,4305,3750
396,3555,3825
292,3000,3030
293,3000,3195
376,3405,3780
42,1455,1140
293,3075,3180
397,3765,3690
277,3960,2865
356,3555,3450
30,2700,1320
134,2985,2040
298,3750,3315
312,2700,3360
375,3255,3645
277,3645,2865
277,3480,3120
399,3930,3885
335,3330,3495
153,3015,1950
293,3030,3105
396,3495,3975
155,3240,2115
293,3150,3150
334,3075,3495
155,3225,2115
292,2940,3165
397,3645,3900
344,1740,3645
376,3510,3720
277,3840,2760
333,2730,3435
359,3855,3750
399,3825,3930
292,2835,3195
197,3510,2400
229,2445,2565
277,3705,2970
17,3630,1125
376,3555,3750
293,3030,3270
157,3630,2130
335,3240,3285
335,3210,3450
344,1620,3555
272,2880,3000
344,1650,3495
359,4035,3705
293,2790,3090
277,3660,2940
277,3600,2865
313,3015,3300
153,3210,2355
335,3390,3570
293,2955,3225
154,3135,2340
292,2805,3420
376,3615,3465
239,4020,2775
396,3525,3915
376,3630,3570
335,3450,3495
155,3240,2160
191,2400,2415
298,3660,3180
292,2850,3060
359,3915,3525
293,3120,3255
132,2895,1815
376,3315,3675
379,3690,3810
277,3720,3105
293,3045,3165
277,3615,2985
313,3000,3270
284,1530,3270
314,3135,3390
359,3900,3585
17,3450,1110
334,3060,3555
293,3000,3150
292,2835,3180
319,3840,3405
399,4065,3885
293,2955,3090
145,1785,2070
293,2880,3150
376,3645,3990
277,3735,2925
399,3840,3900
295,3540,3000
136,3615,2025
376,3480,3765
399,3885,4005
354,3045,3540
334,3210,3360
291,2625,3030
397,3510,3810
272,2910,3060
319,3900,3180
293,3105,2955
312,2880,3045
373,2835,3690
376,3690,3780
356,3540,3390
359,4035,3510
344,1590,3660
333,3000,3570
376,3450,3765
338,3720,3480
375,3270,3945
292,2865,3240
299,4005,3285
376,3375,3465
333,3060,3600
299,3825,3030
376,3345,3840
382,1425,3975
396,3495,3960
335,3495,3405
133,2865,2025
318,3810,3225
155,3240,2115
257,3450,3000
76,3780,1590
382,1245,4065
293,3000,3180
376,3600,3855
277,3615,3045
396,3480,3885
344,1695,3540
292,2955,3135
318,3660,3300
155,3330,2070
117,3525,1830
313,2940,3195
396,3570,3765
396,3450,3855
293,2880,3255
344,1575,3720
157,3645,2235
324,1410,3945
324,1680,3450
339,4005,3390
155,3315,2190
339,4230,3120
39,3870,1140
277,3810,3075
272,2925,2925
376,3540,4050
376,3375,3720
335,3240,3555
157,3525,2070
292,2700,3315
299,3930,3150
156,3435,2235
186,1845,2505
364,1680,3705
154,3495,2010
186,1890,2325
399,3840,3900
399,4035,3705
354,3120,3660
279,4050,3195
399,3870,3870
133,3045,1965
376,3465,3810
344,1710,3525
335,3570,3435
360,1110,3660
399,4050,3945
399,3900,3885
372,2835,3795
376,3525,3765
298,3750,3195
333,3180,3150
392,3015,3855
154,3210,2070
375,3300,3765
311,2850,3600
334,3300,3360
320,1050,3525
294,3135,3165
313,3075,3150
293,2955,3375
313,3180,3135
299,4020,2880
376,3210,3795
376,3690,3795
157,3570,2160
328,2190,3645
396,3420,3825
334,2850,3450
325,1785,3270
155,3375,2130
155,3210,2010
277,3450,3000
255,3465,2850
298,3795,3270
396,3450,4095
399,3810,3975
331,2865,3630
218,4065,2745
329,2445,3345
298,3750,3180
272,3105,3150
339,3810,3360
334,3165,3405
397,3495,3810
134,3180,1935
134,3180,2220
145,1785,2070
399,4275,4095
165,1845,2220
266,1770,2790
298,3990,3120
284,1200,3375
376,3555,3570
376,3540,3945
376,3570,3465
379,3810,3735
333,3210,3660
296,3495,3225
396,3510,4020
157,3600,2160
329,2565,3600
333,2910,3555
315,3285,3300
18,3720,900
296,3405,3225
155,3615,1830
333,2880,3600
277,3705,3270
277,3600,3015
350,2535,3750
298,3900,2850
293,2895,3180
339,4020,3435
344,1785,3675
399,3675,3960
396,3585,4140
186,2040,2460
298,3750,3210
157,3675,1920
354,3135,3570
376,3525,3795
154,3105,2190
376,3420,3675
319,3810,3345
376,3585,3585
299,3900,3210
376,3630,3885
355,3345,3495
293,3075,3120
396,3315,3780
344,1800,3510
157,3720,2190
271,2835,3105
374,3150,3750
296,3510,3105
344,1665,3720
277,3630,3105
292,2940,3105
272,2865,3045
376,3450,3675
324,1395,3510
306,1965,3315
344,1635,3555
297,3465,3315
376,3495,3885
376,3525,3795
376,3510,3720
154,3270,2040
306,1935,3345
134,3165,2025
313,2970,3270
273,2895,2745
355,3360,3495
376,3420,3780
332,2895,3420
329,2505,3510
30,2805,990
155,3285,2115
299,4065,3105
293,2805,3105
292,2850,3060
334,3120,3375
399,3945,3855
359,3900,3660
396,3480,3930
19,4005,1230
133,3165,1845
396,3600,3690
277,3660,2970
272,2865,2985
76,3510,1755
293,3165,3000
396,3510,3990
359,3765,3585
396,3345,3555
218,3705,2415
156,3300,2070
277,3750,3000
319,3915,3300
336,3390,3585
333,2910,3495
155,2955,1590
396,3495,3840
298,3765,3405
154,3120,2025
399,3765,3825
314,3240,3225
338,3675,3450
344,1605,3585
133,2925,2010
344,1740,3390
396,3690,4065
155,3570,2070
344,1425,3630
299,3735,3240
293,3045,2970
293,3240,3105
154,2985,2115
376,3330,3720
155,3225,2235
272,2670,2790
359,4170,3495
336,3495,3510
376,3300,3675
320,855,3540
399,3795,3840
293,3045,3195
335,2940,3360
399,3840,3870
279,3810,3135
18,3945,1125
376,3495,3780
156,3555,2055
333,2850,3660
291,2550,3090
354,3255,3825
18,3690,1050
333,2865,3480
344,1860,3540
354,3045,3540
134,3270,2220
376,3525,3735
298,3630,3225
316,3345,3615
316,3600,3360
272,3165,2940
376,3555,3765
396,3360,4035
376,3360,3780
333,2685,3345
354,3150,3615
109,2580,1920
199,3885,2415
298,3885,3225
272,2925,3000
277,3645,3150
298,3810,3075
153,2820,2070
273,2955,2895
316,3435,3285
399,3780,3900
376,3450,3750
299,3975,3045
399,3945,3810
37,3480,1200
320,870,3465
133,2940,1995
42,1395,1335
98,3735,1860
156,3615,2160
156,3360,2130
320,930,3675
316,3435,3240
273,3195,2925
342,1245,3510
396,3300,3855
277,3855,2985
153,3060,2115
318,3765,3315
299,3705,2880
294,3045,3105
356,3525,3615
296,3495,3360
334,3135,3345
359,3975,3555
319,3915,3135
312,2820,3330
157,3915,2610
334,3000,3450
344,1665,3525
360,1080,3735
359,3840,3525
399,3645,3690
155,3435,2025
273,2820,2790
298,3540,3360
113,3015,1785
350,2490,3675
299,3795,3195
396,3495,4005
338,3690,3465
154,2955,2085
67,2130,1455
77,3585,1455
376,3450,3660
292,2730,3255
134,3195,1800
298,3645,3315
376,3345,3765
399,3900,3900
128,2220,1980
382,1575,3705
299,3975,3045
273,3045,3090
299,3780,3210
277,3570,2985
334,2955,3585
344,1545,3870
154,3120,2430
292,2925,2895
375,3225,3735
272,3165,2925
319,3960,3285
325,1920,3405
273,2925,3045
298,3750,3135
277,3465,2985
376,3525,3825
292,2925,3255
17,3615,855
299,3720,3270
277,3630,2580
333,2595,3375
399,4035,3930
293,3105,3195
344,1605,3615
109,2490,1845
299,3825,3135
247,1725,2970
215,3180,2325
298,3750,3075
155,3345,1995
306,2055,3315
354,3165,3600
399,4005,3990
132,2925,1995
333,3120,3180
316,3585,3120
354,3405,3975
396,3510,3960
351,2595,3525
295,3165,3180
313,3090,3195
230,2595,2715
76,3660,1380
298,4035,2865
273,2940,2865
133,2940,2070
17,3510,1080
298,3660,3240
18,3705,1140
133,3075,1965
313,2820,3345
296,3465,3240
273,3030,2880
334,3165,3510
344,1665,3555
134,3300,1830
359,3765,3705
354,3060,3510
355,3420,3540
17,3585,1095
376,3630,3600
150,2505,2085
155,3375,2070
336,3210,3495
156,3435,2085
156,3540,2130
273,2925,3090
277,3345,3090
293,3030,3075
344,1515,3405
376,3480,3705
76,3420,1485
359,4110,3420
376,3510,3660
299,3810,3225
292,2805,3015
313,3105,3255
157,3495,2040
294,3240,3135
273,3045,2970
270,2595,2985
329,2490,3675
299,3840,3150
376,3750,3630
334,3090,3180
259,3750,2655
354,3105,3615
293,2955,3150
318,3570,3330
376,3630,3660
376,3465,3795
312,2910,3345
399,3885,3930
339,4050,3585
354,3000,3600
272,2805,2985
293,2955,3285
18,4020,1095
292,2895,2955
156,3465,2010
354,2985,3600
334,3270,3660
272,2835,3000
354,3435,3660
272,2865,3030
376,3360,3765
277,3705,3000
376,3780,3735
133,2895,1635
344,1770,3630
36,3465,1080
376,3450,3735
273,2865,2940
199,3900,2475
313,2820,3255
273,3150,3135
18,3885,915
376,3465,3765
272,2775,3180
154,3075,2055
354,3600,3795
279,3825,3030
313,3315,3135
319,3840,3390
299,3765,3285
339,3705,3465
354,3180,3600
399,4020,3810
324,1560,3375
272,2835,3000
279,3930,3060
376,3330,3735
376,3495,3675
396,3525,3720
298,3825,3225
272,2760,3105
396,3435,3945
399,3915,3915
298,3780,3120
354,2985,3360
145,1905,2070
334,3270,3405
271,2835,3195
35,3165,1275
376,3810,3810
298,3795,3315
134,3060,2175
334,3180,3345
298,3795,3165
344,1410,3630
360,1020,3945
374,2955,4020
298,3765,3180
298,3795,3120
376,3330,3900
293,2910,3075
272,2850,3090
71,2685,1470
199,3825,2445
374,3135,3705
354,2970,3795
143,1455,2160
335,3285,3555
291,2580,3150
359,4005,3390
319,3825,3285
376,3435,3465
298,3765,3105
292,2895,3150
272,2880,3015
293,3000,3165
150,2265,2055
320,1065,3510
294,3075,3030
43,1530,1440
117,3630,1650
355,3195,3645
155,3000,2070
22,1095,1185
354,3150,3570
335,3300,3600
329,2535,3330
182,1485,2235
294,3165,3420
19,3885,1095
299,4065,3465
258,3705,2910
157,3705,2115
22,1350,1380
354,3210,3465
342,1365,3570
155,3150,2070
